Number,model_a,model_b,result
19171,gpt-3.5-turbo,claude-v1,l
19172,oasst-pythia-12b,palm-2,l
19173,gpt-4,oasst-pythia-12b,l
19174,gpt-4,palm-2,l
19175,gpt-4,fastchat-t5-3b,l
19176,vicuna-13b,claude-v1,l
19177,mpt-7b-chat,palm-2,l
19178,oasst-pythia-12b,gpt-4,l
19179,stablelm-tuned-alpha-7b,chatglm-6b,l
19180,mpt-7b-chat,gpt-4,l
19181,gpt-3.5-turbo,koala-13b,l
19182,palm-2,gpt-4,l
19183,koala-13b,mpt-7b-chat,l
19184,koala-13b,palm-2,l
19185,gpt-4,gpt-3.5-turbo,l
19186,vicuna-13b,gpt-4,l
19187,gpt-4,claude-v1,l
19188,chatglm-6b,alpaca-13b,l
19189,koala-13b,mpt-7b-chat,l
19190,gpt-3.5-turbo,fastchat-t5-3b,l
19191,gpt-4,mpt-7b-chat,l
19192,gpt-3.5-turbo,gpt-4,l
19193,alpaca-13b,mpt-7b-chat,l
19194,vicuna-13b,alpaca-13b,l
19195,oasst-pythia-12b,gpt-4,l
19196,gpt-3.5-turbo,alpaca-13b,l
19197,palm-2,mpt-7b-chat,l
19198,fastchat-t5-3b,mpt-7b-chat,l
19199,RWKV-4-Raven-14B,palm-2,l
19200,gpt-3.5-turbo,gpt-4,l
19201,vicuna-13b,palm-2,l
19202,oasst-pythia-12b,koala-13b,l
19203,palm-2,RWKV-4-Raven-14B,l
19204,koala-13b,claude-v1,l
19205,gpt-3.5-turbo,mpt-7b-chat,l
19206,palm-2,alpaca-13b,l
19207,mpt-7b-chat,koala-13b,l
19208,gpt-4,RWKV-4-Raven-14B,l
19209,dolly-v2-12b,gpt-3.5-turbo,l
19210,claude-v1,koala-13b,l
19211,mpt-7b-chat,vicuna-13b,l
19212,gpt-3.5-turbo,vicuna-13b,l
19213,oasst-pythia-12b,alpaca-13b,l
19214,fastchat-t5-3b,oasst-pythia-12b,l
19215,palm-2,oasst-pythia-12b,l
19216,oasst-pythia-12b,vicuna-13b,l
19217,gpt-4,vicuna-13b,l
19218,koala-13b,gpt-4,l
19219,mpt-7b-chat,chatglm-6b,l
19220,gpt-4,mpt-7b-chat,l
19221,koala-13b,oasst-pythia-12b,l
19222,vicuna-13b,koala-13b,l
19223,RWKV-4-Raven-14B,chatglm-6b,l
19224,mpt-7b-chat,alpaca-13b,l
19225,RWKV-4-Raven-14B,alpaca-13b,l
19226,koala-13b,claude-v1,l
19227,dolly-v2-12b,palm-2,l
19228,gpt-4,koala-13b,l
19229,gpt-3.5-turbo,claude-v1,l
19230,mpt-7b-chat,RWKV-4-Raven-14B,l
19231,gpt-4,palm-2,l
19232,RWKV-4-Raven-14B,alpaca-13b,l
19233,oasst-pythia-12b,vicuna-13b,l
19234,chatglm-6b,gpt-3.5-turbo,l
19235,palm-2,claude-v1,l
19236,vicuna-13b,alpaca-13b,l
19237,koala-13b,gpt-3.5-turbo,l
19238,alpaca-13b,gpt-4,l
19239,vicuna-13b,RWKV-4-Raven-14B,l
19240,gpt-4,fastchat-t5-3b,l
19241,dolly-v2-12b,gpt-3.5-turbo,l
19242,vicuna-13b,palm-2,l
19243,palm-2,oasst-pythia-12b,l
19244,gpt-3.5-turbo,oasst-pythia-12b,l
19245,gpt-4,oasst-pythia-12b,l
19246,alpaca-13b,RWKV-4-Raven-14B,l
19247,chatglm-6b,alpaca-13b,l
19248,oasst-pythia-12b,fastchat-t5-3b,l
19249,vicuna-13b,RWKV-4-Raven-14B,l
19250,dolly-v2-12b,koala-13b,l
19251,palm-2,chatglm-6b,l
19252,palm-2,fastchat-t5-3b,l
19253,fastchat-t5-3b,mpt-7b-chat,l
19254,vicuna-13b,stablelm-tuned-alpha-7b,l
19255,oasst-pythia-12b,fastchat-t5-3b,l
19256,gpt-3.5-turbo,vicuna-13b,l
19257,palm-2,fastchat-t5-3b,l
19258,chatglm-6b,dolly-v2-12b,l
19259,gpt-3.5-turbo,RWKV-4-Raven-14B,l
19260,koala-13b,chatglm-6b,l
19261,RWKV-4-Raven-14B,alpaca-13b,l
19262,fastchat-t5-3b,vicuna-13b,l
19263,gpt-3.5-turbo,palm-2,l
19264,mpt-7b-chat,palm-2,l
19265,gpt-3.5-turbo,llama-13b,l
19266,claude-v1,mpt-7b-chat,l
19267,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,l
19268,vicuna-13b,RWKV-4-Raven-14B,l
19269,oasst-pythia-12b,mpt-7b-chat,l
19270,oasst-pythia-12b,mpt-7b-chat,l
19271,gpt-3.5-turbo,mpt-7b-chat,l
19272,mpt-7b-chat,koala-13b,l
19273,palm-2,chatglm-6b,l
19274,vicuna-13b,chatglm-6b,l
19275,alpaca-13b,gpt-3.5-turbo,l
19276,koala-13b,palm-2,l
19277,fastchat-t5-3b,palm-2,l
19278,stablelm-tuned-alpha-7b,gpt-4,l
19279,claude-v1,fastchat-t5-3b,l
19280,oasst-pythia-12b,palm-2,l
19281,RWKV-4-Raven-14B,palm-2,l
19282,koala-13b,claude-v1,l
19283,mpt-7b-chat,gpt-3.5-turbo,l
19284,gpt-3.5-turbo,claude-v1,l
19285,oasst-pythia-12b,gpt-3.5-turbo,l
19286,chatglm-6b,claude-v1,l
19287,chatglm-6b,oasst-pythia-12b,l
19288,RWKV-4-Raven-14B,vicuna-13b,l
19289,vicuna-13b,palm-2,l
19290,claude-v1,oasst-pythia-12b,l
19291,gpt-3.5-turbo,dolly-v2-12b,l
19292,mpt-7b-chat,fastchat-t5-3b,l
19293,palm-2,vicuna-13b,l
19294,chatglm-6b,palm-2,l
19295,claude-v1,fastchat-t5-3b,l
19296,mpt-7b-chat,gpt-3.5-turbo,l
19297,oasst-pythia-12b,alpaca-13b,l
19298,palm-2,gpt-3.5-turbo,l
19299,gpt-3.5-turbo,alpaca-13b,l
19300,palm-2,oasst-pythia-12b,l
19301,palm-2,alpaca-13b,l
19302,palm-2,alpaca-13b,l
19303,vicuna-13b,palm-2,l
19304,gpt-4,koala-13b,l
19305,gpt-3.5-turbo,palm-2,l
19306,oasst-pythia-12b,vicuna-13b,l
19307,koala-13b,gpt-3.5-turbo,l
19308,chatglm-6b,palm-2,l
19309,vicuna-13b,gpt-3.5-turbo,l
19310,koala-13b,vicuna-13b,l
19311,koala-13b,chatglm-6b,l
19312,koala-13b,vicuna-13b,l
19313,oasst-pythia-12b,claude-v1,l
19314,alpaca-13b,claude-v1,l
19315,vicuna-13b,mpt-7b-chat,l
19316,chatglm-6b,gpt-3.5-turbo,l
19317,palm-2,gpt-4,l
19318,oasst-pythia-12b,koala-13b,l
19319,koala-13b,vicuna-13b,l
19320,gpt-4,gpt-3.5-turbo,l
19321,mpt-7b-chat,vicuna-13b,l
19322,palm-2,RWKV-4-Raven-14B,l
19323,RWKV-4-Raven-14B,gpt-4,l
19324,vicuna-13b,oasst-pythia-12b,l
19325,mpt-7b-chat,chatglm-6b,l
19326,mpt-7b-chat,gpt-3.5-turbo,l
19327,palm-2,gpt-3.5-turbo,l
19328,RWKV-4-Raven-14B,vicuna-13b,l
19329,gpt-4,palm-2,l
19330,gpt-3.5-turbo,koala-13b,l
19331,RWKV-4-Raven-14B,gpt-3.5-turbo,l
19332,oasst-pythia-12b,mpt-7b-chat,l
19333,palm-2,chatglm-6b,l
19334,RWKV-4-Raven-14B,claude-v1,l
19335,vicuna-13b,koala-13b,l
19336,claude-v1,palm-2,l
19337,mpt-7b-chat,gpt-3.5-turbo,l
19338,RWKV-4-Raven-14B,koala-13b,l
19339,gpt-4,mpt-7b-chat,l
19340,palm-2,claude-v1,l
19341,gpt-3.5-turbo,RWKV-4-Raven-14B,l
19342,palm-2,chatglm-6b,l
19343,gpt-4,claude-v1,l
19344,RWKV-4-Raven-14B,gpt-3.5-turbo,l
19345,claude-v1,chatglm-6b,l
19346,alpaca-13b,RWKV-4-Raven-14B,l
19347,RWKV-4-Raven-14B,chatglm-6b,l
19348,stablelm-tuned-alpha-7b,gpt-4,l
19349,oasst-pythia-12b,alpaca-13b,l
19350,gpt-4,gpt-3.5-turbo,l
19351,RWKV-4-Raven-14B,palm-2,l
19352,stablelm-tuned-alpha-7b,gpt-4,l
19353,chatglm-6b,RWKV-4-Raven-14B,l
19354,palm-2,fastchat-t5-3b,l
19355,vicuna-13b,koala-13b,l
19356,palm-2,gpt-3.5-turbo,l
19357,gpt-3.5-turbo,fastchat-t5-3b,l
19358,palm-2,gpt-3.5-turbo,l
19359,mpt-7b-chat,gpt-3.5-turbo,l
19360,vicuna-13b,palm-2,l
19361,gpt-4,gpt-3.5-turbo,l
19362,vicuna-13b,koala-13b,l
19363,vicuna-13b,mpt-7b-chat,l
19364,gpt-3.5-turbo,fastchat-t5-3b,l
19365,gpt-4,RWKV-4-Raven-14B,l
19366,mpt-7b-chat,palm-2,l
19367,palm-2,chatglm-6b,l
19368,RWKV-4-Raven-14B,chatglm-6b,l
19369,mpt-7b-chat,vicuna-13b,l
19370,claude-v1,alpaca-13b,l
19371,gpt-4,vicuna-13b,l
19372,fastchat-t5-3b,mpt-7b-chat,l
19373,vicuna-13b,claude-v1,l
19374,alpaca-13b,mpt-7b-chat,l
19375,mpt-7b-chat,gpt-3.5-turbo,l
19376,koala-13b,stablelm-tuned-alpha-7b,l
19377,gpt-3.5-turbo,palm-2,l
19378,claude-instant-v1,claude-v1,l
19379,gpt-3.5-turbo,palm-2,l
19380,alpaca-13b,palm-2,l
19381,stablelm-tuned-alpha-7b,koala-13b,l
19382,chatglm-6b,mpt-7b-chat,l
19383,palm-2,claude-v1,l
19384,claude-instant-v1,alpaca-13b,l
19385,fastchat-t5-3b,claude-instant-v1,l
19386,stablelm-tuned-alpha-7b,llama-13b,l
19387,claude-v1,alpaca-13b,l
19388,gpt-3.5-turbo,gpt-4,l
19389,dolly-v2-12b,vicuna-7b,l
19390,oasst-pythia-12b,vicuna-7b,l
19391,vicuna-7b,koala-13b,l
19392,chatglm-6b,koala-13b,l
19393,alpaca-13b,claude-instant-v1,l
19394,dolly-v2-12b,claude-v1,l
19395,palm-2,gpt-3.5-turbo,l
19396,dolly-v2-12b,chatglm-6b,l
19397,vicuna-7b,palm-2,l
19398,claude-v1,mpt-7b-chat,l
19399,oasst-pythia-12b,vicuna-7b,l
19400,palm-2,vicuna-13b,l
19401,gpt-4,chatglm-6b,l
19402,mpt-7b-chat,vicuna-13b,l
19403,alpaca-13b,koala-13b,l
19404,vicuna-13b,dolly-v2-12b,l
19405,koala-13b,chatglm-6b,l
19406,koala-13b,chatglm-6b,l
19407,vicuna-7b,fastchat-t5-3b,l
19408,oasst-pythia-12b,gpt-3.5-turbo,l
19409,alpaca-13b,chatglm-6b,l
19410,RWKV-4-Raven-14B,claude-instant-v1,l
19411,vicuna-13b,RWKV-4-Raven-14B,l
19412,palm-2,mpt-7b-chat,l
19413,gpt-4,chatglm-6b,l
19414,stablelm-tuned-alpha-7b,vicuna-13b,l
19415,claude-v1,alpaca-13b,l
19416,oasst-pythia-12b,vicuna-13b,l
19417,alpaca-13b,llama-13b,l
19418,gpt-4,vicuna-13b,l
19419,gpt-3.5-turbo,fastchat-t5-3b,l
19420,vicuna-7b,gpt-4,l
19421,vicuna-7b,claude-instant-v1,l
19422,claude-v1,alpaca-13b,l
19423,fastchat-t5-3b,palm-2,l
19424,vicuna-7b,claude-v1,l
19425,fastchat-t5-3b,claude-v1,l
19426,palm-2,claude-v1,l
19427,claude-v1,gpt-3.5-turbo,l
19428,claude-v1,stablelm-tuned-alpha-7b,l
19429,claude-instant-v1,vicuna-13b,l
19430,claude-instant-v1,RWKV-4-Raven-14B,l
19431,mpt-7b-chat,oasst-pythia-12b,l
19432,RWKV-4-Raven-14B,chatglm-6b,l
19433,chatglm-6b,fastchat-t5-3b,l
19434,alpaca-13b,gpt-3.5-turbo,l
19435,vicuna-7b,claude-instant-v1,l
19436,koala-13b,gpt-3.5-turbo,l
19437,vicuna-7b,chatglm-6b,l
19438,gpt-3.5-turbo,gpt-4,l
19439,vicuna-7b,chatglm-6b,l
19440,oasst-pythia-12b,claude-v1,l
19441,claude-instant-v1,claude-v1,l
19442,RWKV-4-Raven-14B,vicuna-13b,l
19443,koala-13b,vicuna-13b,l
19444,gpt-3.5-turbo,palm-2,l
19445,gpt-3.5-turbo,palm-2,l
19446,chatglm-6b,koala-13b,l
19447,gpt-4,koala-13b,l
19448,mpt-7b-chat,claude-instant-v1,l
19449,gpt-4,vicuna-13b,l
19450,gpt-3.5-turbo,koala-13b,l
19451,vicuna-13b,claude-v1,l
19452,vicuna-7b,fastchat-t5-3b,l
19453,claude-instant-v1,gpt-3.5-turbo,l
19454,dolly-v2-12b,vicuna-7b,l
19455,claude-v1,claude-instant-v1,l
19456,stablelm-tuned-alpha-7b,gpt-4,l
19457,gpt-3.5-turbo,claude-instant-v1,l
19458,fastchat-t5-3b,vicuna-7b,l
19459,claude-instant-v1,vicuna-7b,l
19460,gpt-3.5-turbo,claude-instant-v1,l
19461,oasst-pythia-12b,alpaca-13b,l
19462,koala-13b,oasst-pythia-12b,l
19463,gpt-4,oasst-pythia-12b,l
19464,oasst-pythia-12b,vicuna-7b,l
19465,vicuna-7b,oasst-pythia-12b,l
19466,palm-2,gpt-3.5-turbo,l
19467,RWKV-4-Raven-14B,vicuna-7b,l
19468,oasst-pythia-12b,RWKV-4-Raven-14B,l
19469,gpt-4,gpt-3.5-turbo,l
19470,vicuna-7b,chatglm-6b,l
19471,vicuna-7b,alpaca-13b,l
19472,koala-13b,mpt-7b-chat,l
19473,claude-instant-v1,mpt-7b-chat,l
19474,chatglm-6b,gpt-3.5-turbo,l
19475,vicuna-7b,stablelm-tuned-alpha-7b,l
19476,claude-instant-v1,gpt-3.5-turbo,l
19477,gpt-3.5-turbo,koala-13b,l
19478,claude-instant-v1,vicuna-7b,l
19479,claude-instant-v1,dolly-v2-12b,l
19480,mpt-7b-chat,gpt-4,l
19481,chatglm-6b,alpaca-13b,l
19482,palm-2,claude-v1,l
19483,claude-v1,vicuna-7b,l
19484,dolly-v2-12b,koala-13b,l
19485,stablelm-tuned-alpha-7b,mpt-7b-chat,l
19486,claude-instant-v1,mpt-7b-chat,l
19487,vicuna-13b,fastchat-t5-3b,l
19488,gpt-3.5-turbo,vicuna-13b,l
19489,alpaca-13b,gpt-4,l
19490,stablelm-tuned-alpha-7b,koala-13b,l
19491,vicuna-13b,koala-13b,l
19492,claude-instant-v1,koala-13b,l
19493,alpaca-13b,claude-v1,l
19494,gpt-4,oasst-pythia-12b,l
19495,chatglm-6b,koala-13b,l
19496,gpt-4,gpt-3.5-turbo,l
19497,claude-v1,gpt-4,l
19498,koala-13b,gpt-3.5-turbo,l
19499,dolly-v2-12b,mpt-7b-chat,l
19500,palm-2,claude-v1,l
19501,vicuna-7b,dolly-v2-12b,l
19502,mpt-7b-chat,claude-v1,l
19503,vicuna-13b,claude-instant-v1,l
19504,gpt-4,claude-instant-v1,l
19505,dolly-v2-12b,fastchat-t5-3b,l
19506,oasst-pythia-12b,palm-2,l
19507,RWKV-4-Raven-14B,oasst-pythia-12b,l
19508,stablelm-tuned-alpha-7b,claude-instant-v1,l
19509,fastchat-t5-3b,palm-2,l
19510,oasst-pythia-12b,palm-2,l
19511,gpt-4,vicuna-13b,l
19512,RWKV-4-Raven-14B,vicuna-13b,l
19513,koala-13b,alpaca-13b,l
19514,fastchat-t5-3b,koala-13b,l
19515,koala-13b,claude-instant-v1,l
19516,palm-2,llama-13b,l
19517,stablelm-tuned-alpha-7b,dolly-v2-12b,l
19518,koala-13b,gpt-4,l
19519,vicuna-13b,koala-13b,l
19520,gpt-3.5-turbo,claude-instant-v1,l
19521,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
19522,fastchat-t5-3b,oasst-pythia-12b,l
19523,claude-instant-v1,palm-2,l
19524,oasst-pythia-12b,claude-instant-v1,l
19525,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
19526,vicuna-7b,alpaca-13b,l
19527,claude-instant-v1,stablelm-tuned-alpha-7b,l
19528,vicuna-13b,claude-v1,l
19529,koala-13b,palm-2,l
19530,vicuna-7b,palm-2,l
19531,koala-13b,palm-2,l
19532,vicuna-7b,gpt-4,l
19533,vicuna-7b,RWKV-4-Raven-14B,l
19534,claude-v1,oasst-pythia-12b,l
19535,claude-v1,vicuna-7b,l
19536,claude-v1,RWKV-4-Raven-14B,l
19537,palm-2,gpt-3.5-turbo,l
19538,vicuna-13b,vicuna-7b,l
19539,gpt-3.5-turbo,gpt-4,l
19540,palm-2,claude-v1,l
19541,palm-2,koala-13b,l
19542,gpt-4,vicuna-7b,l
19543,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,l
19544,koala-13b,claude-instant-v1,l
19545,oasst-pythia-12b,gpt-3.5-turbo,l
19546,claude-v1,gpt-4,l
19547,mpt-7b-chat,gpt-3.5-turbo,l
19548,oasst-pythia-12b,vicuna-7b,l
19549,claude-instant-v1,gpt-3.5-turbo,l
19550,vicuna-7b,chatglm-6b,l
19551,RWKV-4-Raven-14B,gpt-3.5-turbo,l
19552,gpt-3.5-turbo,fastchat-t5-3b,l
19553,vicuna-7b,dolly-v2-12b,l
19554,vicuna-7b,gpt-4,l
19555,vicuna-7b,alpaca-13b,l
19556,chatglm-6b,gpt-3.5-turbo,l
19557,oasst-pythia-12b,RWKV-4-Raven-14B,l
19558,stablelm-tuned-alpha-7b,claude-v1,l
19559,vicuna-7b,alpaca-13b,l
19560,vicuna-7b,vicuna-13b,l
19561,fastchat-t5-3b,vicuna-7b,l
19562,fastchat-t5-3b,oasst-pythia-12b,l
19563,stablelm-tuned-alpha-7b,palm-2,l
19564,vicuna-7b,alpaca-13b,l
19565,stablelm-tuned-alpha-7b,claude-v1,l
19566,oasst-pythia-12b,palm-2,l
19567,gpt-3.5-turbo,oasst-pythia-12b,l
19568,claude-v1,palm-2,l
19569,oasst-pythia-12b,claude-v1,l
19570,koala-13b,fastchat-t5-3b,l
19571,oasst-pythia-12b,gpt-4,l
19572,vicuna-13b,gpt-3.5-turbo,l
19573,gpt-3.5-turbo,claude-instant-v1,l
19574,claude-instant-v1,vicuna-7b,l
19575,RWKV-4-Raven-14B,gpt-4,l
19576,vicuna-13b,gpt-3.5-turbo,l
19577,claude-v1,alpaca-13b,l
19578,claude-v1,gpt-4,l
19579,gpt-4,RWKV-4-Raven-14B,l
19580,alpaca-13b,claude-v1,l
19581,vicuna-13b,fastchat-t5-3b,l
19582,dolly-v2-12b,palm-2,l
19583,claude-v1,palm-2,l
19584,llama-13b,gpt-3.5-turbo,l
19585,claude-v1,koala-13b,l
19586,koala-13b,palm-2,l
19587,dolly-v2-12b,palm-2,l
19588,claude-instant-v1,fastchat-t5-3b,l
19589,alpaca-13b,RWKV-4-Raven-14B,l
19590,palm-2,koala-13b,l
19591,fastchat-t5-3b,vicuna-13b,l
19592,mpt-7b-chat,fastchat-t5-3b,l
19593,claude-v1,koala-13b,l
19594,claude-v1,claude-instant-v1,l
19595,alpaca-13b,gpt-4,l
19596,mpt-7b-chat,claude-instant-v1,l
19597,mpt-7b-chat,claude-instant-v1,l
19598,gpt-4,claude-instant-v1,l
19599,claude-instant-v1,fastchat-t5-3b,l
19600,mpt-7b-chat,vicuna-13b,l
19601,claude-v1,palm-2,l
19602,koala-13b,chatglm-6b,l
19603,vicuna-7b,fastchat-t5-3b,l
19604,gpt-3.5-turbo,vicuna-7b,l
19605,oasst-pythia-12b,claude-instant-v1,l
19606,stablelm-tuned-alpha-7b,vicuna-7b,l
19607,mpt-7b-chat,gpt-4,l
19608,stablelm-tuned-alpha-7b,claude-instant-v1,l
19609,gpt-3.5-turbo,vicuna-13b,l
19610,gpt-4,claude-v1,l
19611,claude-v1,claude-instant-v1,l
19612,alpaca-13b,gpt-3.5-turbo,l
19613,vicuna-7b,gpt-3.5-turbo,l
19614,gpt-3.5-turbo,gpt-4,l
19615,palm-2,alpaca-13b,l
19616,gpt-3.5-turbo,claude-instant-v1,l
19617,palm-2,vicuna-13b,l
19618,vicuna-13b,koala-13b,l
19619,RWKV-4-Raven-14B,vicuna-7b,l
19620,oasst-pythia-12b,claude-instant-v1,l
19621,gpt-3.5-turbo,mpt-7b-chat,l
19622,palm-2,fastchat-t5-3b,l
19623,gpt-4,vicuna-13b,l
19624,alpaca-13b,claude-v1,l
19625,palm-2,fastchat-t5-3b,l
19626,RWKV-4-Raven-14B,claude-instant-v1,l
19627,vicuna-7b,palm-2,l
19628,gpt-4,vicuna-13b,l
19629,claude-v1,RWKV-4-Raven-14B,l
19630,palm-2,chatglm-6b,l
19631,koala-13b,palm-2,l
19632,claude-v1,RWKV-4-Raven-14B,l
19633,alpaca-13b,koala-13b,l
19634,fastchat-t5-3b,gpt-4,l
19635,vicuna-13b,mpt-7b-chat,l
19636,mpt-7b-chat,alpaca-13b,l
19637,mpt-7b-chat,alpaca-13b,l
19638,oasst-pythia-12b,gpt-3.5-turbo,l
19639,claude-v1,gpt-4,l
19640,vicuna-13b,alpaca-13b,l
19641,claude-v1,oasst-pythia-12b,l
19642,vicuna-7b,stablelm-tuned-alpha-7b,l
19643,palm-2,mpt-7b-chat,l
19644,alpaca-13b,palm-2,l
19645,RWKV-4-Raven-14B,fastchat-t5-3b,l
19646,claude-v1,gpt-4,l
19647,gpt-3.5-turbo,alpaca-13b,l
19648,vicuna-7b,vicuna-13b,l
19649,vicuna-7b,stablelm-tuned-alpha-7b,l
19650,claude-v1,gpt-4,l
19651,vicuna-13b,vicuna-7b,l
19652,gpt-3.5-turbo,claude-v1,l
19653,alpaca-13b,RWKV-4-Raven-14B,l
19654,gpt-4,vicuna-13b,l
19655,koala-13b,mpt-7b-chat,l
19656,dolly-v2-12b,palm-2,l
19657,claude-v1,claude-instant-v1,l
19658,claude-instant-v1,gpt-3.5-turbo,l
19659,stablelm-tuned-alpha-7b,vicuna-13b,l
19660,vicuna-7b,dolly-v2-12b,l
19661,gpt-4,oasst-pythia-12b,l
19662,oasst-pythia-12b,chatglm-6b,l
19663,vicuna-13b,vicuna-7b,l
19664,oasst-pythia-12b,mpt-7b-chat,l
19665,koala-13b,oasst-pythia-12b,l
19666,alpaca-13b,oasst-pythia-12b,l
19667,mpt-7b-chat,gpt-3.5-turbo,l
19668,claude-v1,koala-13b,l
19669,claude-v1,oasst-pythia-12b,l
19670,oasst-pythia-12b,RWKV-4-Raven-14B,l
19671,vicuna-7b,gpt-3.5-turbo,l
19672,vicuna-13b,claude-instant-v1,l
19673,claude-v1,claude-instant-v1,l
19674,gpt-4,koala-13b,l
19675,gpt-4,vicuna-7b,l
19676,gpt-4,alpaca-13b,l
19677,gpt-3.5-turbo,vicuna-7b,l
19678,claude-instant-v1,RWKV-4-Raven-14B,l
19679,palm-2,chatglm-6b,l
19680,koala-13b,claude-instant-v1,l
19681,gpt-4,gpt-3.5-turbo,l
19682,claude-instant-v1,RWKV-4-Raven-14B,l
19683,claude-v1,vicuna-7b,l
19684,claude-instant-v1,vicuna-7b,l
19685,gpt-3.5-turbo,koala-13b,l
19686,dolly-v2-12b,chatglm-6b,l
19687,claude-instant-v1,stablelm-tuned-alpha-7b,l
19688,oasst-pythia-12b,mpt-7b-chat,l
19689,gpt-3.5-turbo,claude-instant-v1,l
19690,claude-v1,vicuna-7b,l
19691,palm-2,gpt-3.5-turbo,l
19692,palm-2,fastchat-t5-3b,l
19693,vicuna-13b,oasst-pythia-12b,l
19694,claude-instant-v1,vicuna-7b,l
19695,gpt-4,mpt-7b-chat,l
19696,palm-2,vicuna-13b,l
19697,alpaca-13b,gpt-3.5-turbo,l
19698,claude-instant-v1,vicuna-13b,l
19699,palm-2,mpt-7b-chat,l
19700,mpt-7b-chat,claude-instant-v1,l
19701,claude-instant-v1,palm-2,l
19702,gpt-4,gpt-3.5-turbo,l
19703,gpt-4,gpt-3.5-turbo,l
19704,gpt-3.5-turbo,RWKV-4-Raven-14B,l
19705,dolly-v2-12b,gpt-4,l
19706,claude-instant-v1,claude-v1,l
19707,stablelm-tuned-alpha-7b,vicuna-7b,l
19708,claude-v1,gpt-3.5-turbo,l
19709,gpt-4,palm-2,l
19710,vicuna-7b,claude-v1,l
19711,claude-v1,claude-instant-v1,l
19712,vicuna-13b,gpt-3.5-turbo,l
19713,alpaca-13b,koala-13b,l
19714,claude-instant-v1,vicuna-7b,l
19715,gpt-4,vicuna-7b,l
19716,claude-v1,palm-2,l
19717,palm-2,vicuna-7b,l
19718,palm-2,mpt-7b-chat,l
19719,vicuna-7b,RWKV-4-Raven-14B,l
19720,vicuna-7b,mpt-7b-chat,l
19721,dolly-v2-12b,gpt-4,l
19722,claude-instant-v1,vicuna-7b,l
19723,vicuna-7b,mpt-7b-chat,l
19724,vicuna-7b,oasst-pythia-12b,l
19725,vicuna-7b,oasst-pythia-12b,l
19726,claude-instant-v1,gpt-4,l
19727,gpt-3.5-turbo,mpt-7b-chat,l
19728,alpaca-13b,vicuna-7b,l
19729,RWKV-4-Raven-14B,chatglm-6b,l
19730,dolly-v2-12b,claude-v1,l
19731,fastchat-t5-3b,vicuna-7b,l
19732,fastchat-t5-3b,alpaca-13b,l
19733,vicuna-7b,oasst-pythia-12b,l
19734,RWKV-4-Raven-14B,alpaca-13b,l
19735,alpaca-13b,gpt-4,l
19736,gpt-4,gpt-3.5-turbo,l
19737,claude-instant-v1,palm-2,l
19738,alpaca-13b,claude-v1,l
19739,gpt-3.5-turbo,vicuna-7b,l
19740,gpt-3.5-turbo,gpt-4,l
19741,gpt-3.5-turbo,RWKV-4-Raven-14B,l
19742,koala-13b,vicuna-7b,l
19743,vicuna-13b,vicuna-7b,l
19744,chatglm-6b,alpaca-13b,l
19745,palm-2,mpt-7b-chat,l
19746,fastchat-t5-3b,claude-instant-v1,l
19747,vicuna-7b,palm-2,l
19748,mpt-7b-chat,vicuna-7b,l
19749,koala-13b,claude-instant-v1,l
19750,vicuna-7b,RWKV-4-Raven-14B,l
19751,mpt-7b-chat,vicuna-13b,l
19752,RWKV-4-Raven-14B,claude-instant-v1,l
19753,claude-instant-v1,vicuna-7b,l
19754,fastchat-t5-3b,RWKV-4-Raven-14B,l
19755,claude-v1,mpt-7b-chat,l
19756,claude-instant-v1,mpt-7b-chat,l
19757,palm-2,fastchat-t5-3b,l
19758,claude-instant-v1,chatglm-6b,l
19759,vicuna-13b,vicuna-7b,l
19760,dolly-v2-12b,chatglm-6b,l
19761,vicuna-7b,koala-13b,l
19762,vicuna-13b,palm-2,l
19763,claude-instant-v1,fastchat-t5-3b,l
19764,oasst-pythia-12b,mpt-7b-chat,l
19765,alpaca-13b,gpt-4,l
19766,claude-v1,vicuna-7b,l
19767,claude-instant-v1,alpaca-13b,l
19768,gpt-3.5-turbo,oasst-pythia-12b,l
19769,stablelm-tuned-alpha-7b,vicuna-13b,l
19770,vicuna-7b,gpt-3.5-turbo,l
19771,gpt-4,claude-instant-v1,l
19772,vicuna-7b,claude-v1,l
19773,claude-instant-v1,mpt-7b-chat,l
19774,vicuna-7b,claude-v1,l
19775,fastchat-t5-3b,alpaca-13b,l
19776,vicuna-13b,vicuna-7b,l
19777,gpt-3.5-turbo,gpt-4,l
19778,koala-13b,stablelm-tuned-alpha-7b,l
19779,vicuna-13b,claude-instant-v1,l
19780,claude-instant-v1,vicuna-13b,l
19781,claude-instant-v1,oasst-pythia-12b,l
19782,RWKV-4-Raven-14B,koala-13b,l
19783,gpt-4,palm-2,l
19784,vicuna-13b,vicuna-7b,l
19785,gpt-3.5-turbo,vicuna-13b,l
19786,vicuna-13b,claude-v1,l
19787,oasst-pythia-12b,claude-instant-v1,l
19788,mpt-7b-chat,claude-instant-v1,l
19789,vicuna-13b,vicuna-7b,l
19790,fastchat-t5-3b,palm-2,l
19791,oasst-pythia-12b,claude-instant-v1,l
