Number,model_a,model_b,result
17848,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
17849,RWKV-4-Raven-14B,palm-2,l
17850,claude-v1,koala-13b,w
17851,vicuna-13b,koala-13b,l
17852,oasst-pythia-12b,gpt-4,l
17853,vicuna-13b,mpt-7b-chat,l
17854,mpt-7b-chat,chatglm-6b,w
17857,oasst-pythia-12b,koala-13b,l
17859,chatglm-6b,vicuna-13b,l
17860,oasst-pythia-12b,RWKV-4-Raven-14B,l
17862,koala-13b,RWKV-4-Raven-14B,l
17863,palm-2,claude-v1,l
17864,vicuna-13b,gpt-4,l
17866,fastchat-t5-3b,koala-13b,l
17867,palm-2,gpt-4,l
17868,oasst-pythia-12b,mpt-7b-chat,l
17869,claude-v1,fastchat-t5-3b,w
17870,claude-v1,palm-2,w
17871,alpaca-13b,RWKV-4-Raven-14B,l
17873,chatglm-6b,mpt-7b-chat,l
17874,alpaca-13b,palm-2,w
17875,claude-v1,palm-2,w
17877,mpt-7b-chat,stablelm-tuned-alpha-7b,w
17878,gpt-4,RWKV-4-Raven-14B,w
17880,vicuna-13b,palm-2,l
17881,alpaca-13b,gpt-4,l
17882,gpt-4,mpt-7b-chat,l
17883,palm-2,gpt-4,l
17884,mpt-7b-chat,vicuna-13b,l
17885,alpaca-13b,palm-2,l
17886,gpt-4,fastchat-t5-3b,w
17887,RWKV-4-Raven-14B,gpt-3.5-turbo,l
17888,gpt-4,vicuna-13b,w
17895,chatglm-6b,vicuna-13b,l
17896,chatglm-6b,gpt-3.5-turbo,l
17897,mpt-7b-chat,alpaca-13b,l
17898,llama-13b,stablelm-tuned-alpha-7b,l
17900,mpt-7b-chat,palm-2,w
17901,gpt-4,chatglm-6b,w
17903,gpt-4,alpaca-13b,w
17904,dolly-v2-12b,RWKV-4-Raven-14B,l
17906,claude-v1,alpaca-13b,w
17908,llama-13b,chatglm-6b,w
17910,vicuna-13b,fastchat-t5-3b,w
17911,chatglm-6b,palm-2,l
17913,gpt-4,mpt-7b-chat,w
17914,alpaca-13b,gpt-4,l
17915,mpt-7b-chat,oasst-pythia-12b,w
17917,palm-2,gpt-4,l
17918,gpt-4,palm-2,l
17919,gpt-3.5-turbo,oasst-pythia-12b,w
17921,claude-v1,stablelm-tuned-alpha-7b,w
17922,koala-13b,fastchat-t5-3b,w
17923,palm-2,chatglm-6b,l
17924,palm-2,gpt-4,w
17925,koala-13b,gpt-3.5-turbo,l
17927,chatglm-6b,koala-13b,w
17930,fastchat-t5-3b,gpt-4,l
17933,RWKV-4-Raven-14B,gpt-4,l
17934,koala-13b,palm-2,w
17935,palm-2,mpt-7b-chat,l
17937,oasst-pythia-12b,vicuna-13b,l
17938,fastchat-t5-3b,oasst-pythia-12b,w
17939,oasst-pythia-12b,gpt-3.5-turbo,l
17940,koala-13b,fastchat-t5-3b,l
17942,gpt-4,fastchat-t5-3b,w
17943,oasst-pythia-12b,dolly-v2-12b,w
17944,gpt-3.5-turbo,palm-2,w
17945,claude-v1,chatglm-6b,w
17948,fastchat-t5-3b,RWKV-4-Raven-14B,w
17949,RWKV-4-Raven-14B,oasst-pythia-12b,l
17950,RWKV-4-Raven-14B,koala-13b,l
17951,gpt-3.5-turbo,RWKV-4-Raven-14B,w
17953,oasst-pythia-12b,alpaca-13b,w
17954,koala-13b,mpt-7b-chat,l
17955,gpt-4,mpt-7b-chat,w
17956,mpt-7b-chat,oasst-pythia-12b,l
17957,chatglm-6b,gpt-4,l
17958,gpt-4,vicuna-13b,w
17960,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
17961,RWKV-4-Raven-14B,palm-2,l
17962,gpt-4,vicuna-13b,w
17963,oasst-pythia-12b,gpt-4,l
17964,oasst-pythia-12b,gpt-3.5-turbo,l
17966,gpt-4,gpt-3.5-turbo,w
17969,palm-2,koala-13b,l
17971,claude-v1,palm-2,w
17972,claude-v1,oasst-pythia-12b,w
17973,mpt-7b-chat,koala-13b,l
17975,vicuna-13b,RWKV-4-Raven-14B,w
17978,claude-v1,alpaca-13b,w
17979,oasst-pythia-12b,claude-v1,l
17982,alpaca-13b,stablelm-tuned-alpha-7b,l
17984,gpt-3.5-turbo,gpt-4,l
17985,oasst-pythia-12b,claude-v1,l
17986,gpt-4,fastchat-t5-3b,w
17987,mpt-7b-chat,gpt-3.5-turbo,w
17988,alpaca-13b,palm-2,l
17989,dolly-v2-12b,fastchat-t5-3b,w
17990,claude-v1,vicuna-13b,w
17992,claude-v1,fastchat-t5-3b,w
17993,vicuna-13b,koala-13b,w
17994,claude-v1,gpt-3.5-turbo,w
17995,claude-v1,fastchat-t5-3b,w
17996,mpt-7b-chat,claude-v1,l
17997,oasst-pythia-12b,chatglm-6b,l
17998,gpt-4,palm-2,w
18000,gpt-4,dolly-v2-12b,w
18002,mpt-7b-chat,alpaca-13b,l
18003,gpt-4,fastchat-t5-3b,w
18004,oasst-pythia-12b,claude-v1,l
18005,palm-2,chatglm-6b,l
18006,dolly-v2-12b,vicuna-13b,l
18008,palm-2,gpt-3.5-turbo,l
18009,RWKV-4-Raven-14B,vicuna-13b,l
18010,oasst-pythia-12b,vicuna-13b,l
18012,oasst-pythia-12b,gpt-4,l
18013,oasst-pythia-12b,mpt-7b-chat,l
18015,fastchat-t5-3b,koala-13b,l
18016,dolly-v2-12b,chatglm-6b,l
18017,chatglm-6b,gpt-4,l
18020,koala-13b,palm-2,w
18021,vicuna-13b,gpt-3.5-turbo,l
18023,gpt-4,chatglm-6b,l
18025,koala-13b,RWKV-4-Raven-14B,w
18026,chatglm-6b,vicuna-13b,l
18027,palm-2,fastchat-t5-3b,l
18028,mpt-7b-chat,chatglm-6b,w
18030,vicuna-13b,RWKV-4-Raven-14B,w
18031,stablelm-tuned-alpha-7b,gpt-4,l
18033,mpt-7b-chat,palm-2,l
18034,claude-v1,vicuna-13b,w
18037,koala-13b,alpaca-13b,w
18038,mpt-7b-chat,palm-2,w
18039,palm-2,RWKV-4-Raven-14B,w
18040,claude-v1,gpt-3.5-turbo,l
18041,RWKV-4-Raven-14B,gpt-4,w
18043,alpaca-13b,palm-2,l
18044,vicuna-13b,gpt-4,l
18046,koala-13b,gpt-3.5-turbo,l
18047,gpt-3.5-turbo,alpaca-13b,w
18052,gpt-3.5-turbo,chatglm-6b,w
18053,gpt-4,palm-2,w
18054,koala-13b,dolly-v2-12b,l
18055,alpaca-13b,palm-2,l
18056,vicuna-13b,claude-v1,l
18057,chatglm-6b,vicuna-13b,l
18061,stablelm-tuned-alpha-7b,dolly-v2-12b,l
18062,alpaca-13b,claude-v1,l
18066,claude-v1,gpt-4,w
18067,vicuna-13b,stablelm-tuned-alpha-7b,w
18070,claude-v1,oasst-pythia-12b,w
18071,koala-13b,gpt-3.5-turbo,l
18072,koala-13b,dolly-v2-12b,w
18073,claude-v1,gpt-3.5-turbo,w
18074,claude-v1,oasst-pythia-12b,w
18075,palm-2,oasst-pythia-12b,l
18076,dolly-v2-12b,claude-v1,w
18077,chatglm-6b,claude-v1,l
18079,alpaca-13b,oasst-pythia-12b,l
18081,gpt-4,koala-13b,w
18082,vicuna-13b,palm-2,w
18083,vicuna-13b,palm-2,w
18084,koala-13b,gpt-4,l
18085,oasst-pythia-12b,palm-2,l
18086,stablelm-tuned-alpha-7b,oasst-pythia-12b,w
18088,gpt-3.5-turbo,fastchat-t5-3b,w
18089,gpt-4,claude-v1,w
18090,fastchat-t5-3b,mpt-7b-chat,l
18091,gpt-4,alpaca-13b,w
18092,alpaca-13b,palm-2,w
18094,alpaca-13b,palm-2,l
18099,palm-2,gpt-4,l
18103,claude-v1,koala-13b,w
18104,koala-13b,oasst-pythia-12b,l
18106,RWKV-4-Raven-14B,gpt-4,w
18107,gpt-4,mpt-7b-chat,w
18108,stablelm-tuned-alpha-7b,vicuna-13b,l
18109,gpt-4,mpt-7b-chat,w
18111,mpt-7b-chat,gpt-3.5-turbo,w
18112,RWKV-4-Raven-14B,gpt-3.5-turbo,l
18114,alpaca-13b,palm-2,l
18116,oasst-pythia-12b,chatglm-6b,w
18117,gpt-3.5-turbo,vicuna-13b,l
18118,oasst-pythia-12b,koala-13b,w
18119,palm-2,gpt-4,l
18120,stablelm-tuned-alpha-7b,vicuna-13b,l
18121,palm-2,chatglm-6b,w
18122,vicuna-13b,fastchat-t5-3b,w
18123,koala-13b,RWKV-4-Raven-14B,w
18126,chatglm-6b,oasst-pythia-12b,w
18128,koala-13b,gpt-3.5-turbo,w
18129,RWKV-4-Raven-14B,alpaca-13b,l
18130,gpt-3.5-turbo,dolly-v2-12b,w
18131,claude-v1,fastchat-t5-3b,w
18132,claude-v1,alpaca-13b,w
18133,gpt-3.5-turbo,palm-2,w
18134,oasst-pythia-12b,RWKV-4-Raven-14B,w
18136,stablelm-tuned-alpha-7b,claude-v1,l
18139,alpaca-13b,dolly-v2-12b,w
18140,vicuna-13b,mpt-7b-chat,w
18141,alpaca-13b,fastchat-t5-3b,w
18142,gpt-3.5-turbo,oasst-pythia-12b,w
18143,vicuna-13b,stablelm-tuned-alpha-7b,w
18144,claude-v1,palm-2,w
18146,palm-2,gpt-4,l
18147,dolly-v2-12b,chatglm-6b,l
18150,oasst-pythia-12b,alpaca-13b,w
18151,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18152,fastchat-t5-3b,vicuna-13b,w
18153,chatglm-6b,vicuna-13b,l
18155,koala-13b,claude-v1,l
18156,oasst-pythia-12b,gpt-4,l
18159,gpt-3.5-turbo,alpaca-13b,w
18161,palm-2,alpaca-13b,w
18164,RWKV-4-Raven-14B,mpt-7b-chat,w
18165,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18167,palm-2,mpt-7b-chat,w
18168,koala-13b,gpt-3.5-turbo,l
18171,mpt-7b-chat,oasst-pythia-12b,w
18172,gpt-3.5-turbo,palm-2,w
18173,mpt-7b-chat,fastchat-t5-3b,w
18174,gpt-4,chatglm-6b,l
18175,oasst-pythia-12b,palm-2,l
18176,gpt-3.5-turbo,palm-2,l
18177,chatglm-6b,vicuna-13b,l
18178,gpt-3.5-turbo,palm-2,l
18179,vicuna-13b,gpt-3.5-turbo,w
18186,gpt-3.5-turbo,alpaca-13b,w
18187,koala-13b,RWKV-4-Raven-14B,w
18190,claude-v1,mpt-7b-chat,l
18191,palm-2,oasst-pythia-12b,l
18192,chatglm-6b,claude-v1,l
18193,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18196,palm-2,oasst-pythia-12b,l
18199,chatglm-6b,alpaca-13b,w
18201,chatglm-6b,palm-2,l
18202,mpt-7b-chat,RWKV-4-Raven-14B,l
18203,palm-2,stablelm-tuned-alpha-7b,w
18205,RWKV-4-Raven-14B,dolly-v2-12b,w
18207,vicuna-13b,palm-2,l
18209,RWKV-4-Raven-14B,mpt-7b-chat,l
18210,dolly-v2-12b,palm-2,l
18211,RWKV-4-Raven-14B,chatglm-6b,l
18213,claude-v1,mpt-7b-chat,w
18214,palm-2,oasst-pythia-12b,w
18216,vicuna-13b,mpt-7b-chat,w
18217,palm-2,koala-13b,l
18219,gpt-3.5-turbo,gpt-4,l
18220,gpt-4,vicuna-13b,w
18221,gpt-4,koala-13b,w
18222,palm-2,oasst-pythia-12b,w
18223,fastchat-t5-3b,palm-2,l
18224,alpaca-13b,palm-2,l
18225,chatglm-6b,claude-v1,l
18227,alpaca-13b,palm-2,w
18228,mpt-7b-chat,koala-13b,l
18229,palm-2,mpt-7b-chat,l
18230,mpt-7b-chat,palm-2,l
18231,stablelm-tuned-alpha-7b,vicuna-13b,l
18232,vicuna-13b,claude-v1,l
18233,gpt-4,vicuna-13b,w
18234,gpt-4,oasst-pythia-12b,w
18236,gpt-3.5-turbo,mpt-7b-chat,w
18238,RWKV-4-Raven-14B,gpt-4,l
18239,palm-2,koala-13b,l
18240,fastchat-t5-3b,claude-v1,l
18241,koala-13b,chatglm-6b,l
18242,RWKV-4-Raven-14B,claude-v1,l
18243,alpaca-13b,RWKV-4-Raven-14B,w
18244,vicuna-13b,claude-v1,w
18245,vicuna-13b,palm-2,w
18246,palm-2,vicuna-13b,l
18247,RWKV-4-Raven-14B,mpt-7b-chat,l
18248,palm-2,RWKV-4-Raven-14B,w
18250,gpt-4,stablelm-tuned-alpha-7b,w
18253,chatglm-6b,vicuna-13b,l
18254,gpt-4,mpt-7b-chat,w
18255,palm-2,chatglm-6b,w
18256,gpt-4,gpt-3.5-turbo,l
18257,palm-2,gpt-3.5-turbo,w
18261,claude-v1,gpt-3.5-turbo,l
18262,palm-2,gpt-4,l
18265,vicuna-13b,mpt-7b-chat,w
18268,palm-2,gpt-3.5-turbo,l
18269,RWKV-4-Raven-14B,vicuna-13b,l
18270,palm-2,mpt-7b-chat,w
18272,koala-13b,mpt-7b-chat,w
18274,gpt-3.5-turbo,vicuna-13b,l
18276,stablelm-tuned-alpha-7b,gpt-4,l
18277,fastchat-t5-3b,gpt-4,l
18278,vicuna-13b,palm-2,w
18279,palm-2,RWKV-4-Raven-14B,w
18281,gpt-4,chatglm-6b,w
18282,claude-v1,koala-13b,w
18283,koala-13b,gpt-4,l
18284,claude-v1,vicuna-13b,w
18286,claude-v1,palm-2,w
18287,palm-2,RWKV-4-Raven-14B,l
18288,stablelm-tuned-alpha-7b,chatglm-6b,w
18290,koala-13b,oasst-pythia-12b,w
18291,palm-2,vicuna-13b,w
18292,vicuna-13b,chatglm-6b,w
18293,chatglm-6b,stablelm-tuned-alpha-7b,w
18296,palm-2,RWKV-4-Raven-14B,l
18299,palm-2,RWKV-4-Raven-14B,w
18300,chatglm-6b,koala-13b,w
18302,koala-13b,gpt-3.5-turbo,l
18303,dolly-v2-12b,gpt-3.5-turbo,l
18304,mpt-7b-chat,oasst-pythia-12b,l
18305,RWKV-4-Raven-14B,palm-2,l
18306,gpt-3.5-turbo,gpt-4,l
18307,palm-2,mpt-7b-chat,l
18308,vicuna-13b,dolly-v2-12b,w
18309,gpt-3.5-turbo,fastchat-t5-3b,w
18310,alpaca-13b,stablelm-tuned-alpha-7b,w
18311,mpt-7b-chat,koala-13b,l
18313,gpt-4,stablelm-tuned-alpha-7b,l
18314,mpt-7b-chat,gpt-4,l
18316,palm-2,RWKV-4-Raven-14B,w
18317,fastchat-t5-3b,claude-v1,l
18318,koala-13b,alpaca-13b,w
18319,claude-v1,palm-2,w
18320,vicuna-13b,gpt-3.5-turbo,l
18321,claude-v1,gpt-4,w
18322,RWKV-4-Raven-14B,claude-v1,l
18323,oasst-pythia-12b,palm-2,l
18324,oasst-pythia-12b,gpt-3.5-turbo,l
18325,palm-2,RWKV-4-Raven-14B,w
18326,koala-13b,vicuna-13b,l
18327,claude-v1,fastchat-t5-3b,w
18328,gpt-4,palm-2,l
18329,RWKV-4-Raven-14B,vicuna-13b,l
18330,mpt-7b-chat,palm-2,l
18331,palm-2,gpt-4,l
18332,RWKV-4-Raven-14B,palm-2,l
18333,RWKV-4-Raven-14B,chatglm-6b,l
18334,RWKV-4-Raven-14B,chatglm-6b,w
18336,alpaca-13b,palm-2,l
18337,koala-13b,alpaca-13b,l
18339,gpt-3.5-turbo,oasst-pythia-12b,w
18340,alpaca-13b,oasst-pythia-12b,w
18341,claude-v1,koala-13b,l
18342,gpt-3.5-turbo,oasst-pythia-12b,w
18344,gpt-4,dolly-v2-12b,w
18346,gpt-3.5-turbo,claude-v1,w
18347,koala-13b,palm-2,w
18348,palm-2,oasst-pythia-12b,w
18349,gpt-3.5-turbo,oasst-pythia-12b,w
18350,oasst-pythia-12b,gpt-4,l
18351,palm-2,mpt-7b-chat,w
18352,claude-v1,gpt-4,w
18353,oasst-pythia-12b,palm-2,w
18354,mpt-7b-chat,palm-2,l
18355,mpt-7b-chat,palm-2,l
18356,palm-2,oasst-pythia-12b,w
18357,claude-v1,mpt-7b-chat,w
18360,mpt-7b-chat,gpt-3.5-turbo,w
18362,vicuna-13b,RWKV-4-Raven-14B,w
18363,oasst-pythia-12b,vicuna-13b,w
18364,gpt-4,koala-13b,w
18365,gpt-4,dolly-v2-12b,w
18366,fastchat-t5-3b,claude-v1,l
18367,gpt-4,claude-v1,w
18368,palm-2,RWKV-4-Raven-14B,l
18369,gpt-4,dolly-v2-12b,w
18371,koala-13b,mpt-7b-chat,w
18372,vicuna-13b,mpt-7b-chat,w
18373,fastchat-t5-3b,claude-v1,l
18374,palm-2,koala-13b,w
18375,claude-v1,stablelm-tuned-alpha-7b,w
18376,palm-2,claude-v1,l
18378,gpt-3.5-turbo,alpaca-13b,w
18379,fastchat-t5-3b,gpt-4,l
18381,vicuna-13b,gpt-4,l
18382,stablelm-tuned-alpha-7b,vicuna-13b,l
18383,gpt-4,palm-2,w
18384,chatglm-6b,RWKV-4-Raven-14B,w
18385,mpt-7b-chat,gpt-3.5-turbo,l
18386,mpt-7b-chat,fastchat-t5-3b,l
18387,vicuna-13b,RWKV-4-Raven-14B,w
18388,koala-13b,palm-2,l
18390,koala-13b,palm-2,l
18391,alpaca-13b,gpt-4,l
18394,mpt-7b-chat,fastchat-t5-3b,w
18395,mpt-7b-chat,palm-2,l
18396,koala-13b,oasst-pythia-12b,w
18398,RWKV-4-Raven-14B,chatglm-6b,w
18399,oasst-pythia-12b,RWKV-4-Raven-14B,l
18401,oasst-pythia-12b,claude-v1,l
18402,oasst-pythia-12b,dolly-v2-12b,w
18404,RWKV-4-Raven-14B,koala-13b,w
18405,claude-v1,alpaca-13b,l
18406,chatglm-6b,oasst-pythia-12b,w
18407,mpt-7b-chat,gpt-3.5-turbo,l
18410,vicuna-13b,oasst-pythia-12b,w
18414,claude-v1,mpt-7b-chat,w
18417,koala-13b,mpt-7b-chat,l
18419,oasst-pythia-12b,gpt-4,l
18422,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
18425,palm-2,llama-13b,w
18426,palm-2,mpt-7b-chat,w
18427,palm-2,dolly-v2-12b,w
18428,RWKV-4-Raven-14B,gpt-3.5-turbo,w
18429,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18430,vicuna-13b,palm-2,w
18431,vicuna-13b,fastchat-t5-3b,w
18432,koala-13b,mpt-7b-chat,w
18433,fastchat-t5-3b,palm-2,l
18434,alpaca-13b,palm-2,l
18436,chatglm-6b,oasst-pythia-12b,w
18437,RWKV-4-Raven-14B,palm-2,l
18438,gpt-4,mpt-7b-chat,w
18439,claude-v1,oasst-pythia-12b,w
18440,koala-13b,vicuna-13b,l
18442,alpaca-13b,RWKV-4-Raven-14B,l
18443,stablelm-tuned-alpha-7b,palm-2,l
18444,alpaca-13b,chatglm-6b,w
18445,gpt-4,RWKV-4-Raven-14B,w
18446,oasst-pythia-12b,chatglm-6b,w
18447,RWKV-4-Raven-14B,fastchat-t5-3b,w
18448,oasst-pythia-12b,gpt-4,l
18449,palm-2,oasst-pythia-12b,w
18452,RWKV-4-Raven-14B,koala-13b,w
18453,gpt-4,palm-2,w
18454,stablelm-tuned-alpha-7b,RWKV-4-Raven-14B,l
18456,gpt-4,stablelm-tuned-alpha-7b,w
18457,mpt-7b-chat,palm-2,l
18459,gpt-4,RWKV-4-Raven-14B,w
18460,palm-2,dolly-v2-12b,w
18461,koala-13b,oasst-pythia-12b,l
18464,chatglm-6b,mpt-7b-chat,w
18465,dolly-v2-12b,alpaca-13b,l
18466,gpt-3.5-turbo,mpt-7b-chat,w
18467,gpt-3.5-turbo,vicuna-13b,w
18468,gpt-4,chatglm-6b,w
18469,palm-2,gpt-4,l
18470,gpt-4,palm-2,l
18471,oasst-pythia-12b,palm-2,l
18472,gpt-4,mpt-7b-chat,w
18475,claude-v1,palm-2,w
18476,mpt-7b-chat,vicuna-13b,w
18477,chatglm-6b,koala-13b,w
18478,palm-2,koala-13b,w
18479,fastchat-t5-3b,mpt-7b-chat,l
18481,claude-v1,fastchat-t5-3b,w
18483,palm-2,fastchat-t5-3b,l
18484,RWKV-4-Raven-14B,claude-v1,l
18485,koala-13b,vicuna-13b,l
18486,mpt-7b-chat,koala-13b,l
18487,vicuna-13b,palm-2,l
18488,oasst-pythia-12b,vicuna-13b,l
18489,RWKV-4-Raven-14B,mpt-7b-chat,l
18490,gpt-3.5-turbo,alpaca-13b,w
18491,claude-v1,alpaca-13b,w
18492,claude-v1,alpaca-13b,w
18493,koala-13b,palm-2,l
18494,koala-13b,alpaca-13b,w
18495,gpt-4,koala-13b,w
18496,oasst-pythia-12b,chatglm-6b,w
18497,palm-2,gpt-3.5-turbo,w
18498,palm-2,vicuna-13b,w
18499,gpt-3.5-turbo,fastchat-t5-3b,w
18501,palm-2,RWKV-4-Raven-14B,w
18502,koala-13b,vicuna-13b,l
18503,alpaca-13b,claude-v1,l
18504,gpt-4,gpt-3.5-turbo,w
18505,palm-2,mpt-7b-chat,w
18506,palm-2,vicuna-13b,l
18507,RWKV-4-Raven-14B,gpt-4,l
18508,vicuna-13b,stablelm-tuned-alpha-7b,w
18509,fastchat-t5-3b,mpt-7b-chat,l
18511,mpt-7b-chat,claude-v1,l
18512,gpt-3.5-turbo,vicuna-13b,w
18513,oasst-pythia-12b,palm-2,l
18514,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18516,RWKV-4-Raven-14B,claude-v1,l
18517,gpt-3.5-turbo,palm-2,w
18518,stablelm-tuned-alpha-7b,gpt-4,l
18520,gpt-4,stablelm-tuned-alpha-7b,w
18521,palm-2,claude-v1,w
18522,claude-v1,palm-2,l
18523,palm-2,gpt-3.5-turbo,l
18525,gpt-4,fastchat-t5-3b,w
18527,oasst-pythia-12b,vicuna-13b,l
18528,alpaca-13b,stablelm-tuned-alpha-7b,l
18529,claude-v1,llama-13b,w
18531,chatglm-6b,mpt-7b-chat,l
18532,gpt-3.5-turbo,koala-13b,w
18533,gpt-4,stablelm-tuned-alpha-7b,w
18534,dolly-v2-12b,gpt-3.5-turbo,l
18535,chatglm-6b,gpt-3.5-turbo,l
18537,claude-v1,mpt-7b-chat,w
18538,oasst-pythia-12b,palm-2,l
18539,koala-13b,mpt-7b-chat,l
18540,oasst-pythia-12b,palm-2,w
18541,fastchat-t5-3b,stablelm-tuned-alpha-7b,w
18542,claude-v1,oasst-pythia-12b,w
18543,palm-2,mpt-7b-chat,w
18544,palm-2,vicuna-13b,w
18545,mpt-7b-chat,oasst-pythia-12b,l
18547,gpt-4,stablelm-tuned-alpha-7b,w
18548,claude-v1,chatglm-6b,w
18549,oasst-pythia-12b,claude-v1,l
18550,claude-v1,mpt-7b-chat,w
18551,alpaca-13b,fastchat-t5-3b,w
18552,palm-2,gpt-4,l
18554,oasst-pythia-12b,claude-v1,l
18555,palm-2,koala-13b,w
18557,RWKV-4-Raven-14B,mpt-7b-chat,w
18558,gpt-3.5-turbo,palm-2,w
18561,palm-2,koala-13b,l
18562,palm-2,alpaca-13b,l
18563,gpt-3.5-turbo,alpaca-13b,w
18567,palm-2,RWKV-4-Raven-14B,l
18569,vicuna-13b,gpt-3.5-turbo,l
18571,fastchat-t5-3b,gpt-4,l
18573,koala-13b,gpt-4,w
18574,gpt-3.5-turbo,fastchat-t5-3b,w
18575,chatglm-6b,RWKV-4-Raven-14B,l
18576,RWKV-4-Raven-14B,mpt-7b-chat,w
18577,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18578,chatglm-6b,gpt-4,l
18579,RWKV-4-Raven-14B,koala-13b,l
18581,chatglm-6b,vicuna-13b,l
18582,palm-2,vicuna-13b,w
18583,gpt-4,chatglm-6b,w
18584,koala-13b,palm-2,w
18585,palm-2,RWKV-4-Raven-14B,w
18586,claude-v1,oasst-pythia-12b,w
18587,alpaca-13b,chatglm-6b,w
18588,koala-13b,oasst-pythia-12b,l
18589,alpaca-13b,vicuna-13b,w
18590,claude-v1,fastchat-t5-3b,w
18591,vicuna-13b,gpt-4,l
18592,gpt-3.5-turbo,gpt-4,w
18594,stablelm-tuned-alpha-7b,claude-v1,l
18595,llama-13b,palm-2,l
18596,gpt-4,gpt-3.5-turbo,l
18598,mpt-7b-chat,claude-v1,l
18599,llama-13b,claude-v1,l
18600,claude-v1,palm-2,w
18601,koala-13b,vicuna-13b,w
18602,koala-13b,chatglm-6b,l
18603,palm-2,gpt-3.5-turbo,l
18605,palm-2,claude-v1,l
18606,palm-2,chatglm-6b,w
18607,vicuna-13b,claude-v1,l
18608,vicuna-13b,oasst-pythia-12b,w
18610,palm-2,vicuna-13b,l
18611,fastchat-t5-3b,alpaca-13b,l
18612,koala-13b,mpt-7b-chat,l
18613,RWKV-4-Raven-14B,koala-13b,l
18616,palm-2,mpt-7b-chat,l
18617,alpaca-13b,oasst-pythia-12b,w
18618,alpaca-13b,koala-13b,w
18619,mpt-7b-chat,RWKV-4-Raven-14B,l
18620,chatglm-6b,palm-2,l
18621,vicuna-13b,RWKV-4-Raven-14B,w
18622,fastchat-t5-3b,palm-2,l
18623,vicuna-13b,alpaca-13b,w
18624,gpt-4,claude-v1,w
18625,oasst-pythia-12b,koala-13b,w
18626,oasst-pythia-12b,gpt-4,l
18627,chatglm-6b,gpt-4,l
18628,palm-2,koala-13b,w
18629,oasst-pythia-12b,gpt-3.5-turbo,l
18630,koala-13b,dolly-v2-12b,w
18631,claude-v1,fastchat-t5-3b,w
18632,chatglm-6b,vicuna-13b,l
18634,koala-13b,RWKV-4-Raven-14B,l
18636,chatglm-6b,gpt-4,l
18637,mpt-7b-chat,alpaca-13b,l
18638,fastchat-t5-3b,koala-13b,w
18642,koala-13b,vicuna-13b,l
18644,claude-v1,gpt-3.5-turbo,w
18645,koala-13b,RWKV-4-Raven-14B,w
18647,koala-13b,fastchat-t5-3b,w
18648,mpt-7b-chat,gpt-4,l
18649,gpt-4,vicuna-13b,w
18651,palm-2,dolly-v2-12b,w
18652,koala-13b,RWKV-4-Raven-14B,w
18653,gpt-4,chatglm-6b,w
18655,mpt-7b-chat,alpaca-13b,w
18657,claude-v1,gpt-3.5-turbo,l
18658,claude-v1,palm-2,l
18659,palm-2,RWKV-4-Raven-14B,w
18661,koala-13b,oasst-pythia-12b,w
18662,palm-2,RWKV-4-Raven-14B,l
18664,claude-v1,palm-2,w
18667,palm-2,vicuna-13b,w
18668,oasst-pythia-12b,gpt-3.5-turbo,l
18670,gpt-3.5-turbo,fastchat-t5-3b,w
18672,claude-v1,fastchat-t5-3b,w
18673,mpt-7b-chat,RWKV-4-Raven-14B,l
18674,mpt-7b-chat,alpaca-13b,l
18675,alpaca-13b,palm-2,w
18676,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
18677,vicuna-13b,alpaca-13b,w
18678,palm-2,RWKV-4-Raven-14B,l
18680,gpt-4,chatglm-6b,w
18683,koala-13b,RWKV-4-Raven-14B,l
18684,palm-2,oasst-pythia-12b,l
18685,palm-2,chatglm-6b,w
18688,fastchat-t5-3b,claude-v1,l
18689,chatglm-6b,vicuna-13b,l
18690,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18692,mpt-7b-chat,chatglm-6b,w
18693,gpt-4,oasst-pythia-12b,w
18694,dolly-v2-12b,palm-2,l
18696,chatglm-6b,gpt-4,l
18697,palm-2,gpt-4,l
18698,stablelm-tuned-alpha-7b,alpaca-13b,w
18700,gpt-4,alpaca-13b,w
18703,gpt-4,dolly-v2-12b,l
18704,palm-2,chatglm-6b,w
18705,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18706,oasst-pythia-12b,gpt-3.5-turbo,l
18707,koala-13b,vicuna-13b,l
18709,gpt-4,koala-13b,w
18711,palm-2,koala-13b,w
18712,RWKV-4-Raven-14B,gpt-3.5-turbo,l
18713,gpt-3.5-turbo,RWKV-4-Raven-14B,w
18714,gpt-4,palm-2,w
18717,oasst-pythia-12b,palm-2,l
18718,RWKV-4-Raven-14B,claude-v1,l
18719,claude-v1,vicuna-13b,w
18720,gpt-3.5-turbo,fastchat-t5-3b,w
